customer_id,age,income,education_years,credit_score,loan_amount,employment_length,debt_to_income,previous_defaults,marital_status,employment_type,loan_purpose,target
469,28,12113.28991559477,16,604.0,5642.301959700797,1.044353553147773,0.0932996632793853,1,Single,Part-time,Personal,1
470,28,27509.903170237223,13,628.0,52427.718815407046,8.172928261113908,0.5549327567438236,0,Widowed,Unemployed,Car,1
471,31,,17,640.0,101247.51323483406,17.106201226144655,0.32212773081969487,0,Divorced,Full-time,Education,0
472,7,16237.985295164804,21,641.0,88067.10110388967,1.56396657152553,0.006476030053495402,0,Single,Self-employed,Personal,0
473,16,20598.868305935735,11,655.0,49182.288648249974,3.4142612939454993,0.32390163923628956,0,Married,Self-employed,Business,1
474,51,22188.8257681779,9,543.0,3913.1451086697093,0.45025875581324126,0.10705277787370084,0,Single,Self-employed,Education,1
475,54,14876.690090051423,14,578.0,5961.536932293031,4.095101650792105,0.17379161789223949,1,Married,Unemployed,Education,0
476,32,30459.104198973375,16,521.0,2528.3088405979743,3.493648085488875,0.28335918004310423,1,Widowed,Part-time,Business,0
477,41,,13,,14885.220872054833,0.7799747214277022,0.18379395584475328,2,Divorced,Unemployed,Home,0
478,38,27167.215748383012,18,439.0,7289.538325171297,2.917574925717928,0.5524445878734532,2,Single,Part-time,Car,0
479,71,14132.804170704107,9,765.0,15058.500707565689,2.0331137802694856,0.08485274740503805,0,Married,Self-employed,Personal,0
480,48,17699.131504899975,16,788.0,24311.37075872818,3.6889539585805995,0.37309638445250687,0,Widowed,Full-time,Home,1
481,33,31608.79485076455,12,619.0,143220.101145545,4.405273574731803,0.27018494321410325,0,Divorced,Unemployed,Business,0
482,23,18280.37618700317,19,389.0,47128.66304513389,0.04265935867707807,0.10732848282315356,0,Divorced,Full-time,Car,0
483,15,52233.63555317692,19,613.0,90082.54715260418,7.156583803128508,0.44611022360912533,1,Divorced,Self-employed,Car,0
484,-5,18037.025694130614,11,643.0,61954.35812880584,6.241614309450587,0.31263942862961386,0,Widowed,Part-time,Car,0
485,25,24645.321464981713,12,548.0,5967.514249636929,2.28079069928789,0.07413978050904986,0,Widowed,Full-time,Business,0
486,17,35111.90114470744,16,598.0,66575.23651336662,0.2719426910483822,0.37523231496504034,1,Widowed,Unemployed,Home,0
487,27,10838.036604403474,12,803.0,16086.001089330653,7.031108792612709,0.18307929039433812,0,Divorced,Full-time,Personal,0
488,22,9132.507628747326,13,716.0,50958.80552100825,15.52496419800347,0.5372939560911973,0,Single,Full-time,Car,0
489,55,10271.946758155656,14,,20848.70215114887,1.3731816702412805,0.40832378767989214,3,Married,Unemployed,Car,0
490,45,41410.59528023309,8,490.0,303142.942085074,1.9542960798780618,0.30150941761351546,0,Widowed,Part-time,Home,0
491,34,16715.15257855233,13,,15295.797150306978,1.0155582409906039,0.26877666367357206,1,Single,Unemployed,Car,0
492,52,79149.96656110826,11,628.0,16364.855807506017,4.3011605134773765,0.54342060898865,0,Married,Self-employed,Car,0
493,35,16611.926839595133,12,699.0,133445.50501355334,0.8411548529804211,0.22075028966638235,0,Divorced,Part-time,Business,1
494,24,24155.699891844317,18,596.0,1247.6580641232492,2.2017887633851245,0.0364518523866052,0,Single,Full-time,Education,0
495,53,47622.23134657154,10,701.0,59649.82786210586,5.970327123366266,0.300411123422785,1,Divorced,Unemployed,Home,1
496,41,60056.823062713665,16,843.0,64608.58808065867,4.106220922831712,0.3569831083139295,1,Married,Self-employed,Home,0
497,22,61743.98175716977,13,,90509.99592309096,2.4425699842621964,0.17224087301411908,0,Widowed,Unemployed,Home,1
498,32,40303.07772219768,13,645.0,183334.98397554024,2.7257880800598078,0.20795118226096937,0,Divorced,Part-time,Business,0
499,24,36755.06296495414,16,631.0,185662.5401868765,4.128947786646454,0.27088766991001095,1,Single,Self-employed,Business,0
500,18,29621.729466876615,15,614.0,3375.2395453306854,0.02940996470037823,0.04194774751904856,0,single,Full-time,Personal,0
501,46,,15,768.0,86253.4727349106,0.40881605524545955,0.48193529361030685,0,MARRIED,Part-time,Business,0
502,57,16720.773404781383,16,587.0,51966.71340724831,10.654013887161444,0.26960042286556285,0,Married,Self-employed,Home,0
503,18,14631.039707281092,13,654.0,52112.84556163475,0.4053940788187814,0.6208246543019971,2,MARRIED,Part-time,Personal,0
504,41,21989.333443630778,12,655.0,6868.361380083194,6.1345628721428795,0.4688335591908051,1,Widowed,Full-time,Education,1
505,27,20229.71189803881,10,599.0,52517.851440388906,12.63102904748308,0.2541619893693439,0,Single,Self-employed,Car,0
506,29,17560.124819509405,11,,202227.97494572878,1.5782381391324318,0.13877425576752234,1,Single,Unemployed,Car,0
507,27,,22,,121417.94385659172,2.3140791141269093,0.34278507490600635,0,Single,Unemployed,Personal,0
508,24,35512.94668339558,17,643.0,28913.36537734984,4.207324262370907,0.45820602434306884,0,Single,Full-time,Education,1
509,35,23021.951277923377,9,700.0,2038.390074753596,10.673036659965561,0.10640682124217354,0,Married,Self-employed,Car,0
510,25,46109.073905022655,10,596.0,22493.855857565977,14.22842893010418,0.10093206898383483,1,Single,Full-time,Personal,0
511,38,12446.010925154424,15,772.0,87547.28347802878,6.726976211605292,0.49698915383818526,1,Married,Full-time,Business,0
512,34,19993.65536305359,15,562.0,60449.11679935314,0.45301506429202637,0.35005452197862574,0,Single,Part-time,Home,0
513,32,153917.7938486061,15,,30748.571244227707,5.530513693904129,0.30719488333279055,0,Single,Unemployed,Education,1
514,24,8662.266531145757,13,475.0,2833.8900936749924,2.6407382873178316,0.22967342138208813,0,single,Full-time,Car,1
515,28,21134.449315257785,13,693.0,27834.292903289348,3.1810089422309273,0.4628837200078556,2,Divorced,Part-time,Home,0
516,44,20725.62726829812,14,697.0,31652.011314842242,0.2519863236322508,0.15731488468909344,2,Single,Full-time,Personal,0
517,41,46944.666171931494,14,570.0,131941.74074456998,1.0601658747167693,0.1532323238045852,1,Married,Full-time,Car,0
518,23,30194.221448128348,7,692.0,51233.638105399725,7.8154824707867885,0.12620172947520752,0,Single,Full-time,Home,0
519,36,13199.135154577303,13,777.0,18673.104332512157,3.0253045436561354,0.149553568239941,0,Divorced,Unemployed,Business,0
520,44,55661.62797234166,11,428.0,37255.53649703846,1.795261993738553,0.22582571868089082,0,Single,Self-employed,Education,0
521,14,40559.156745989,14,700.0,3416.902929515955,2.4226964007842353,0.7948839089703768,0,Divorced,Unemployed,Personal,0
522,41,29467.66536127659,22,400.0,179802.68270906396,9.634444003408664,0.31524460670736754,0,single,Part-time,Car,1
523,27,19668.19121407623,15,553.0,22319.03518878148,6.911492125683641,0.3685319696129212,0,Widowed,Self-employed,Business,0
524,41,13633.433242521747,13,812.0,32491.680700900255,1.5894378127310054,0.14154232907559453,2,MARRIED,Part-time,Education,1
525,25,18286.10227827453,16,591.0,21947.266463424025,0.6249928770167232,0.36187376810334265,0,Married,Full-time,Education,1
526,13,37963.266869154264,15,532.0,57365.72032898788,1.4517496176464921,0.23806837052604987,0,Divorced,Self-employed,Business,1
527,15,56516.79632066212,15,630.0,54269.82392290495,12.676146354297877,0.20420580841266806,0,Widowed,Part-time,Car,0
528,35,,15,856.0,62819.88264083703,4.356453442039596,0.5050040708327036,0,single,Full-time,Education,1
529,38,17250.135700200666,20,466.0,15608.522651761019,3.812274173051322,0.4198707864938515,0,Divorced,Part-time,Personal,1
530,24,12584.123809770173,10,544.0,18965.64010583294,4.536575662909962,0.1848673399341691,0,Married,Part-time,Home,0
531,42,23634.03524438574,15,799.0,6690.927755226514,2.2787545436758383,0.3446433197370657,1,MARRIED,Unemployed,Personal,0
532,15,9097.73096782609,11,835.0,53284.50673998246,8.228098766509945,0.5555536043507401,0,Married,Full-time,Education,0
533,34,25889.269507044548,15,,2030.5345577177627,3.704195357913526,0.6206594596247637,0,Single,Unemployed,Home,1
534,20,,11,526.0,45525.664613706,0.6207230914884594,0.3326109293853477,1,Widowed,Self-employed,Business,1
535,27,17448.025145803775,12,859.0,101894.2106622196,0.6909403755384238,0.4655578011923071,0,Married,Full-time,Home,1
536,35,9923.376013928775,13,809.0,110743.43286358616,3.848620259721895,0.38774042090762295,0,Married,Unemployed,Home,1
537,24,28475.52009975558,16,717.0,29804.450139727145,13.7891089065929,0.2838027171456893,0,MARRIED,Unemployed,Home,0
538,30,16876.03049369074,16,568.0,30744.875189969,1.8433914961179783,0.18027770961226802,0,Married,Self-employed,Education,0
539,47,12271.583477444834,10,645.0,4004.632858983886,10.183487860880781,0.3606903214452604,2,Single,Part-time,Car,0
540,28,,14,633.0,55549.178738118346,7.221642919395396,0.26174892980378583,0,Married,Part-time,Education,0
541,45,21725.512658283813,11,683.0,86090.99000916675,1.423847875510038,0.3709464413376127,1,Married,Part-time,Car,0
542,21,53429.9002667497,10,795.0,14029.0376376671,0.185087601075609,0.174630537726529,0,Widowed,Self-employed,Business,1
543,41,50545.52060029857,13,,27348.629693785442,0.5370757089104837,0.3656360562780008,0,Single,Unemployed,Business,1
544,52,17526.194541275767,13,542.0,91267.67516434536,6.518853983771997,0.15573460616986673,0,Divorced,Full-time,Business,0
545,5,16299.569408982865,21,787.0,104827.54077177301,1.1136540452741226,0.12272776231574709,2,Single,Self-employed,Business,0
546,25,27844.399445899046,15,681.0,13931.490422755516,2.3202741564568234,0.5411885797368532,0,Widowed,Part-time,Business,0
547,41,13370.516229808742,9,718.0,39988.82888330179,3.4827565000926217,0.33350088411195233,0,Single,Part-time,Personal,0
548,32,25614.040826794604,12,796.0,10690.187086828235,6.463440314127133,0.11605761118979938,0,Single,Full-time,Education,0
549,39,32307.03021337047,17,538.0,5372.510663319602,0.6008550538363867,0.28270255620596996,2,Married,Self-employed,Car,0
550,27,40678.97332215231,20,646.0,121023.68874451595,2.607464969237068,0.3202449016408759,2,single,Part-time,Business,1
551,36,,9,9999.0,85881.09391173632,3.3186497974570357,0.3727884423006114,0,Single,Self-employed,Personal,1
552,33,19893.794440322068,8,493.0,71363.08951975792,3.891641864669493,0.46293765041442997,0,Single,Unemployed,Personal,1
553,49,14200.162775992556,19,684.0,2499.7762539450646,8.528660519464122,0.30685237668604837,1,Divorced,Self-employed,Personal,0
554,38,14567.66787629597,15,901.0,92808.11364606515,0.9417677338678563,0.16341578506865345,3,Widowed,Unemployed,Education,0
555,39,19668.24241977034,11,465.0,28816.59295209507,8.246912184870448,0.11291657035485815,1,Married,Full-time,Business,0
556,30,26467.762272800443,15,646.0,20957.550967752122,5.90255804397267,0.2919959339279233,1,Married,Unemployed,Personal,1
557,29,34779.80958726766,6,714.0,39535.39425761557,4.058198999294619,0.3911316578997541,0,Married,Unemployed,Personal,1
558,29,14741.331950605116,14,662.0,4789.943309398927,6.0120013803604415,0.21201952769077337,1,Married,Full-time,Business,0
559,39,46459.87354327017,14,638.0,70662.01815154283,2.6552924991185596,0.17591720072213005,0,MARRIED,Part-time,Education,1
560,29,19234.064899593253,16,520.0,43665.762116081016,0.7448067567136397,0.17816691055291842,1,Single,Full-time,Personal,0
561,38,21792.395394944604,10,673.0,10326.00553027313,5.4795582972415735,0.18500932622098668,0,Divorced,Self-employed,Car,0
562,59,15159.674082146063,14,574.0,10427.047001080515,3.7187541607196106,0.2872224558534371,0,Married,Full-time,Home,1
563,45,6554.321420004908,11,431.0,10182.284525958717,5.099580443161509,0.244077624744839,1,Married,Self-employed,Home,1
564,31,,14,769.0,2934.5764110159757,2.062439408500661,0.10039067460857114,0,Single,Part-time,Home,0
565,49,31838.194996603248,11,745.0,44312.14243490141,11.868610808496916,0.5070846832395546,0,Divorced,Self-employed,Education,0
566,30,19136.18303079339,12,655.0,91737.9972422134,4.426018264189117,0.4574986724481241,0,Single,Full-time,Personal,0
567,10,22776.74546281162,11,672.0,882.6558707916064,0.44635592010650177,0.20267801089675044,0,Married,Full-time,Home,0
568,22,28508.843285677267,15,757.0,2512.305037537511,2.9874034185333906,0.27088059251508484,0,Married,Part-time,Home,1
569,12,10084.219664674582,16,672.0,42521.6708356428,7.06023680085109,0.12363565798874872,1,Widowed,Full-time,Business,0
570,30,16906.841835583808,13,740.0,85600.02989082546,7.902662679606205,0.21260934820701644,0,Widowed,Part-time,Personal,0
571,35,32765.5304151654,14,620.0,19781.102311442497,3.4119962627634064,0.017791437165485813,1,Widowed,Part-time,Personal,0
572,55,11764.658669993756,9,781.0,21509.492969092535,11.256968633491734,0.21266938294373128,0,Divorced,Full-time,Business,1
573,38,25508.805010699514,13,682.0,45359.921804952515,1.5576095646060923,0.3617735658739731,0,Single,Unemployed,Personal,1
574,32,11178.069950562898,13,669.0,16024.92714337647,2.643239991812347,0.22923178351761772,0,Married,Self-employed,Car,1
575,44,27811.78112036165,21,522.0,1348.4388158165902,11.443258602637753,0.23828607842092847,1,Married,Unemployed,Education,0
576,8,21637.41473471701,10,678.0,66444.40787386447,11.329179295211617,0.43911062365213016,0,Divorced,Part-time,Business,1
577,37,9822.530848735647,18,566.0,49128.192887312114,5.78723981117883,0.324077488541341,0,Married,Self-employed,Home,0
578,44,394334.48318349227,16,586.0,43465.109369943304,9.794287172239418,0.15635726196781882,0,Married,Unemployed,Personal,0
579,17,15255.634841647083,14,568.0,67678.60683394993,0.46481764498098466,0.3922074447459127,0,Single,Full-time,Car,1
580,48,14689.287733320803,19,543.0,56232.03092174412,10.012216439801866,0.23270648589013807,1,Widowed,Unemployed,Car,0
581,39,,15,862.0,11526.159964046741,1.932872619382958,0.602107206748992,0,Widowed,Self-employed,Education,0
582,30,39117.24411520281,15,783.0,21730.36073534379,0.9820913253210378,0.2547529986376896,0,Divorced,Self-employed,Car,0
583,42,13254.456182201664,13,842.0,6740.0465747538665,1.3680401327971161,0.11757099516942705,0,Widowed,Self-employed,Personal,0
584,62,22716.34355771605,17,527.0,6954.886422232121,2.706153613864073,0.1758669119258064,1,Widowed,Self-employed,Personal,0
585,37,27293.61988913194,17,657.0,56380.80505933256,1.4463633813210226,0.22854099500160785,1,single,Unemployed,Car,1
586,37,31149.47915816198,12,520.0,97808.16410573525,1.932487573370595,0.47715251249524276,0,Divorced,Full-time,Personal,0
587,29,24057.94988927337,10,580.0,164481.79480354014,0.7250045038303666,0.20132766670773308,0,Widowed,Full-time,Personal,0
588,24,18333.51492428305,13,558.0,49489.74860103846,1.756140208967916,0.10506157212915405,1,Single,Self-employed,Home,1
589,44,14562.498243290545,11,773.0,10173.255125667336,4.246477107245864,0.13685484929887212,0,Divorced,Full-time,Business,1
590,24,22995.916634592133,13,610.0,5582.923389996878,2.915670895410271,0.07034352731387361,1,Married,Unemployed,Personal,0
591,35,,17,756.0,83792.50179324124,2.1287377759519637,0.3295606459230273,1,Divorced,Full-time,Personal,0
592,29,5111.891433495368,12,710.0,43227.20857910576,6.861013164893697,0.22102250805580095,1,Married,Part-time,Education,0
593,40,,13,880.0,48154.05385879955,11.198519631611566,0.3871636978318811,2,Divorced,Full-time,Business,0
594,39,34612.404921804125,14,502.0,76039.78863268138,7.069134080741264,0.4147605023306233,1,Divorced,Self-employed,Business,0
595,47,6758.348147032154,16,775.0,60747.85014010112,2.017340782602069,0.2506060401001621,0,Widowed,Full-time,Business,0
596,-5,13294.884918551452,7,764.0,89926.59336853519,6.821532729895246,0.47401534562609954,0,Widowed,Full-time,Car,0
597,31,,12,552.0,2892.78666399649,0.8242563686965275,0.057470115233799336,0,Widowed,Full-time,Home,0
598,23,61620.36742298929,14,750.0,68821.28816479519,0.6981381884971,0.38548114536670913,2,Single,Full-time,Home,0
599,29,22256.666347370297,17,683.0,95141.06275493519,2.120389051557105,0.4871259736927597,0,Widowed,Part-time,Education,0
600,39,,12,627.0,16853.07348132644,8.243554729925831,0.2627365663712483,0,Widowed,Unemployed,Business,0
601,44,20101.54143565034,8,567.0,51144.72238721316,1.4141244201820313,0.1881101007522715,0,Divorced,Self-employed,Business,0
602,23,43802.15121140449,15,578.0,18855.69619133633,0.3267124019240458,0.5491198284603409,0,single,Self-employed,Personal,0
603,45,15946.87095245074,12,854.0,158469.85023009576,0.7061449172058737,0.14414643419034595,0,Single,Full-time,Car,0
604,51,14770.747693301719,10,650.0,1699.745341424337,9.785941442802397,0.28680884417947,0,Married,Unemployed,Car,0
605,39,,12,728.0,43350.373016649726,5.0226500131837994,0.17421239774138444,0,MARRIED,Full-time,Education,1
606,57,13675.151363675508,13,570.0,9106.291620431997,1.4597971256119666,0.16349890804070852,2,Divorced,Part-time,Home,0
607,25,23419.754579491953,12,572.0,62277.98463062179,4.051729969479178,0.10412103245534904,1,Married,Unemployed,Business,0
608,20,49629.427305527235,7,,9672.580337277714,3.749430296588934,0.519476829484264,0,Single,Unemployed,Education,0
609,13,25888.12469502464,16,9999.0,13419.028332078364,5.3273768336258325,0.14095813584713604,0,Divorced,Unemployed,Car,0
610,52,19415.42726616205,17,,34097.585324907624,1.3275651870097747,0.19427256987064126,2,Widowed,Unemployed,Car,1
611,42,,15,653.0,123158.20702687367,9.990339665878519,0.3706607601227964,1,Single,Full-time,Car,0
612,34,10080.968271087648,10,661.0,11894.739145394322,1.8507448622218665,0.26714176321463384,0,Married,Part-time,Business,0
613,38,34253.87200610098,13,,7788.26703309313,5.923002556813514,0.18160050377854414,0,Married,Unemployed,Business,0
614,21,21185.693575055047,13,689.0,71143.11083631174,0.08128031548049275,0.1725392066812919,0,Widowed,Self-employed,Business,1
615,64,20125.84407867378,15,719.0,34719.35067515635,2.3313102276943956,0.2745845282196118,0,Widowed,Self-employed,Personal,1
616,36,108722.47178788802,16,723.0,121398.97681780023,2.167084355378382,0.18097731996695146,1,Widowed,Part-time,Home,0
617,36,25575.149955948742,11,551.0,7927.198310638528,3.9206623454319818,0.39132830918221145,0,Single,Self-employed,Car,0
618,43,,14,621.0,51912.73472827269,0.3775862331429009,0.37926599193446736,0,Married,Full-time,Car,1
619,40,17797.64104430833,15,769.0,13255.546154023112,7.806367665995838,0.29652571754562623,0,Widowed,Full-time,Personal,1
620,37,39113.49607590651,18,739.0,8525.208616449736,1.2281013653489012,0.3526147575112777,0,Widowed,Part-time,Car,0
621,25,23309.941101277363,16,512.0,57510.45226909061,5.651100182756405,0.19368654373016678,0,Married,Unemployed,Car,0
622,40,10730.667160814046,16,685.0,45031.28113388318,8.128144490557615,0.26825781427280815,0,single,Self-employed,Business,0
623,57,34878.10220518294,14,452.0,70289.65323619332,4.1262774311690436,0.1821569819938059,1,Single,Self-employed,Business,0
624,51,15770.997914174124,18,654.0,18514.255492032862,6.752381898139078,0.5261826701604474,0,Divorced,Part-time,Home,0
625,54,56198.69911021324,15,839.0,29707.79434447734,5.421480957021663,0.124777547929926,3,Widowed,Part-time,Car,0
626,28,37798.474848005804,11,555.0,25999.34605720818,2.196633453230412,0.2507956364705972,0,Single,Self-employed,Education,1
627,23,,18,566.0,207038.68727959166,8.273707458684541,0.28578641062653054,0,single,Unemployed,Car,0
628,33,41794.00473641034,16,726.0,17283.144046938887,1.7456698852171504,0.26210906425601715,0,Married,Part-time,Car,1
629,35,22786.59618083175,12,495.0,17464.913668912497,4.233973975163369,0.48697290897867657,1,Widowed,Full-time,Home,0
630,48,33738.22807102917,12,586.0,21890.23779797281,6.840263564285861,0.21664215830146583,0,Single,Self-employed,Education,1
631,14,28067.466496246692,14,709.0,41573.82682724594,2.3817660043866598,0.2806081650503514,0,Single,Part-time,Car,0
632,53,14426.494235161135,15,586.0,14539.193520438395,1.803182528702926,0.3466370552987023,0,Single,Part-time,Education,0
633,33,15966.133215040543,14,626.0,123426.04583586723,3.0748788996596454,0.29428594709795913,1,Single,Part-time,Business,0
634,29,36863.61900276057,14,724.0,15440.897817890547,8.517740157598823,0.3114475008804538,2,Widowed,Self-employed,Business,0
635,22,18631.562570166636,19,692.0,113079.70678633341,13.290714958562575,0.167090865294795,0,Widowed,Full-time,Education,1
636,15,,17,676.0,5461.458554704887,3.93820600902027,0.10411726646726938,0,Married,Full-time,Car,0
637,44,13662.890450325316,14,616.0,53437.53618595588,5.415656775254085,0.19708533475315376,0,single,Self-employed,Education,0
638,35,27222.511340256522,16,687.0,118750.00411167527,11.6793456719585,0.38684222489626,1,Married,Part-time,Education,0
639,19,61775.52068913754,10,637.0,9241.200570057446,0.5187360409862849,0.2894650765385653,1,Divorced,Self-employed,Business,1
640,19,12916.147385248425,15,695.0,172614.47181381306,1.320339329994484,0.25555015930450037,0,Married,Self-employed,Education,0
641,30,22294.821892083128,19,600.0,30154.66321096659,6.170442248531405,0.2244111143255999,0,Widowed,Part-time,Personal,0
642,55,44627.711436045945,13,631.0,145675.46654622103,8.679102080046132,0.6009842472388122,0,Divorced,Self-employed,Personal,0
643,31,21166.590639617796,11,551.0,56477.298522017794,9.725568323236475,0.5705924664824104,1,Widowed,Unemployed,Business,0
644,16,27616.974979149458,12,646.0,17947.223716893295,2.681633284170006,0.25665449677539803,1,Divorced,Full-time,Car,1
645,32,12949.380600758863,10,,10431.378793646341,0.46792780168413545,0.08333335564029919,0,Married,Unemployed,Car,0
646,31,27286.669046761028,11,538.0,18101.250518858567,2.879323371178421,0.7559339192671153,1,Married,Unemployed,Business,0
647,2,20058.892838549524,12,675.0,4881.601169356458,1.3115961637530196,0.8197328139974288,1,Married,Unemployed,Car,0
648,34,36057.31366910498,9,671.0,7766.533490445192,1.7208843914408747,0.4854447487553563,1,Divorced,Self-employed,Home,0
649,32,,14,728.0,5527.611819946485,7.397919170066617,0.23468462865882858,0,Widowed,Part-time,Personal,0
650,43,80400.99421986402,16,606.0,27490.758639589563,0.39265763305536183,0.5687097367494747,0,Single,Self-employed,Home,0
651,57,29431.375748666604,11,690.0,79378.531747235,8.789144896795797,0.44364396924515725,0,MARRIED,Full-time,Home,0
652,48,25923.318175192362,18,705.0,7621.6484594814065,2.7901896679742384,0.27424981718571895,2,Married,Self-employed,Home,0
653,31,,15,694.0,6981.522458447776,4.53249329420799,0.3147057490708939,0,Divorced,Self-employed,Business,0
654,21,18461.02170690123,17,567.0,51561.087944688625,0.4696429449991383,0.11641480154355668,0,MARRIED,Self-employed,Home,0
655,65,26088.29229841648,12,664.0,10981.423196946427,2.057610159140955,0.4648783447730996,0,Married,Self-employed,Education,0
656,35,19001.99580367082,16,686.0,5135.426104560244,0.46991036522500523,0.4309058841775285,0,Divorced,Unemployed,Car,1
657,35,23962.142980122153,10,650.0,9126.993723510875,16.291166711438038,0.24724729471637014,0,Married,Part-time,Business,1
658,34,42565.47543181918,16,441.0,128674.69523768364,8.232108529276958,0.09706141868862438,1,Widowed,Full-time,Education,0
659,37,13316.09479248405,14,666.0,86150.28209282701,3.0775314302571384,0.16667383336712324,0,Divorced,Full-time,Education,0
660,33,38946.30885480525,15,871.0,21852.786096009706,1.2654535496152683,0.13539731702903812,1,Single,Full-time,Personal,0
661,28,42555.2084246392,10,613.0,53329.6366042089,13.54939225039567,0.393239784217615,0,single,Self-employed,Personal,1
662,28,20763.78695326162,11,577.0,38531.190485584826,2.11252174269768,0.2601014419905871,1,Married,Full-time,Education,1
663,34,7624.122786741272,15,,56524.387322310344,0.8776300844567413,0.449376511086293,0,Single,Unemployed,Personal,0
664,28,16253.913775028312,11,681.0,57390.83344354256,4.140991648049674,0.07481741644834426,0,Married,Part-time,Car,0
665,26,42129.23822518176,15,769.0,49541.82663573485,14.391890679956557,0.4079151952527249,2,Divorced,Self-employed,Car,0
666,36,21776.04886451278,9,524.0,15469.218208957864,0.019188224242571057,0.30733510152467397,0,Single,Self-employed,Personal,0
667,31,13364.388635794294,16,723.0,1989.3775684521581,1.3598628650472948,0.3947673712026059,0,Single,Unemployed,Home,1
668,53,17113.322614038738,10,709.0,30400.499620703285,13.939335454718183,0.1512084421902838,0,Divorced,Full-time,Education,0
669,3,33533.8284657969,15,635.0,110808.39177282747,0.9381941434491006,0.2510662961669584,0,Single,Self-employed,Car,1
670,48,28951.195691523437,15,683.0,42140.07935006194,0.6009240034054828,0.21498906239845655,0,Widowed,Self-employed,Personal,0
671,49,19546.15655463396,11,752.0,89306.08209483181,4.222027753416456,0.4648024619149102,0,Single,Unemployed,Personal,0
672,10,18335.379787555234,15,737.0,239121.28759787828,9.89685259238518,0.07971572994900748,1,Single,Unemployed,Car,0
673,30,18108.213982092235,14,535.0,8933.384264307671,3.241919067177909,0.1085876979811247,1,Widowed,Full-time,Car,0
674,30,,12,732.0,58846.69028259933,26.073795015917618,0.11974062491566158,0,Married,Part-time,Home,1
675,18,49399.1178008775,10,643.0,56087.94180804345,5.684245942415068,0.10952186295257084,1,Married,Part-time,Personal,0
676,25,18747.951374345343,8,657.0,195489.89254179047,0.3848097046190835,0.1201867153746156,0,Widowed,Full-time,Personal,0
677,21,,15,657.0,212028.90213218058,24.690734871447745,0.24888934497421297,0,Single,Part-time,Business,0
678,56,47129.67037598044,9,634.0,58026.290781834825,2.6203500298367812,0.32866482126390084,0,Divorced,Unemployed,Home,0
679,46,36284.84533050047,14,769.0,13960.224907804899,1.6941929079601423,0.09219996496200467,1,single,Unemployed,Car,0
680,50,17750.870636440723,13,641.0,80112.15241543879,4.080860469667863,0.24199911537895674,0,Divorced,Unemployed,Car,1
681,43,26953.408550532953,16,538.0,5660.066186709765,1.8142382930217082,0.30310426110928274,1,Married,Part-time,Education,0
682,21,21761.599328133536,13,610.0,75865.57253056693,0.45212693841716545,0.4030058374834903,0,Widowed,Part-time,Car,0
683,28,14018.722962994045,13,667.0,120506.35718165954,0.007146820667728733,0.05060047096710167,1,Divorced,Self-employed,Personal,1
684,40,25904.698509311023,16,772.0,24130.813342018137,2.9853987369967583,0.3448931859287495,1,Single,Self-employed,Car,0
685,20,12215.734396771686,15,710.0,49798.53812843907,9.06583764283818,0.3035474128758345,1,Widowed,Self-employed,Personal,0
686,43,39888.35454476505,14,564.0,28118.467834903517,4.246843848553109,0.23886620033675662,2,Divorced,Part-time,Personal,0
687,32,17460.41069820309,15,898.0,28791.7732412566,35.70032192630376,0.17093896791706076,0,Widowed,Self-employed,Home,0
688,30,24357.128274185387,9,676.0,18580.067317664358,1.6902939922558355,0.1080732345725088,0,single,Unemployed,Car,1
689,43,25378.1522637926,16,777.0,71801.46887064508,1.6456815058946759,0.07212621128164151,1,Married,Part-time,Home,0
690,40,19351.93151064712,15,634.0,137581.74116340876,0.8702758499483862,0.38813670972220216,0,Married,Full-time,Personal,0
691,30,29535.46136972928,10,703.0,141300.20004597472,0.896013656543395,0.08731142074935945,1,Single,Part-time,Car,0
692,48,17370.839207590747,13,733.0,9605.34092700986,1.6786687189412497,0.11697491644079362,1,Married,Self-employed,Car,0
693,22,34052.15669828914,13,771.0,103869.64194788253,7.871320279851195,0.3224531691266633,0,MARRIED,Part-time,Home,0
694,42,11237.482931337687,13,755.0,66862.15277675606,11.809382522213827,0.026861395076378185,0,Married,Self-employed,Home,0
695,42,23463.229903413627,15,737.0,14573.62238886478,18.461861677175133,0.26887149138736227,0,Divorced,Self-employed,Personal,1
696,31,58073.48669500967,18,9999.0,3482.758801762422,1.3217138537312954,0.19523149568767242,1,MARRIED,Full-time,Personal,0
697,38,,17,592.0,15598.55156316425,10.65567650180588,0.30456243134300215,0,Married,Full-time,Car,0
698,19,15695.471570602798,10,683.0,121639.3797871606,1.9893830383155682,0.14970705612865684,0,Divorced,Unemployed,Car,0
699,46,28479.902009133533,15,743.0,50144.020102789924,0.5986527170030216,0.22793003725016892,0,Widowed,Self-employed,Business,0
700,32,24095.753267143038,17,627.0,63836.97167758628,10.202062908402603,0.3284554701342941,1,Married,Part-time,Business,0
701,28,26247.21191552204,15,756.0,14863.215194438417,5.054458292639605,0.5144052031331324,0,Married,Full-time,Education,0
702,47,28130.046796823623,17,795.0,63539.14505692121,0.9000066295496525,0.18120706127316275,0,Widowed,Full-time,Personal,0
703,26,30253.305622963202,20,558.0,1426.2244397212924,2.8091146125685023,0.17272747725048362,0,Divorced,Self-employed,Education,0
